Collector,Time,Max Diversity AS,Max Unique Paths,Max AS Prefixes,Highest Avg Diversity AS,Avg Unique Paths,Avg AS Prefixes
rrc07,2024-02-01 01:50,6667,15,11289,6667,2.4,11289
rrc10,2024-02-01 01:50,20811,15,9143,20811,2.56,9143
rrc11,2024-02-01 01:50,14061,14,8635,199524,2.59,6707
rrc13,2024-02-01 01:50,41722,18,30023,41722,1.99,30023
rrc14,2024-02-01 01:50,14061,12,15117,7575,2.05,11689
rrc20,2024-02-01 01:50,12307,34,8435,12307,3.54,8435
rrc21,2024-02-01 01:50,2027,20,19813,199524,2.59,8076
rrc22,2024-02-01 01:50,56430,10,12368,31554,1.88,11835
rrc23,2024-02-01 01:50,18106,20,14617,4775,3.0,6
rrc24,2024-02-01 01:50,270014,21,7688,270014,2.96,7688
rrc25,2024-02-01 01:50,212123,37,12971,212123,3.16,12971
rrc26,2024-02-01 01:50,49544,14,13794,200612,2.27,9617
rrc00,2024-02-01 01:55,44393,36,204725,44103,3.06,10704
rrc01,2024-02-01 01:55,62167,25,10974,62167,2.89,10974
rrc03,2024-02-01 01:55,8283,28,14941,209650,2.63,10394
rrc04,2024-02-01 01:55,29222,15,9888,29222,2.35,9888
rrc05,2024-02-01 01:55,51184,21,8604,51184,3.18,8604
rrc06,2024-02-01 01:55,59105,19,7323,25152,2.31,8452
rrc07,2024-02-01 01:55,6667,15,11524,6667,2.4,11524
rrc10,2024-02-01 01:55,20811,15,9241,20811,2.57,9241
rrc11,2024-02-01 01:55,14061,14,8743,199524,2.58,6810
rrc13,2024-02-01 01:55,41722,18,30185,41722,2.0,30185
rrc14,2024-02-01 01:55,14061,12,15204,7575,2.06,11845
rrc20,2024-02-01 01:55,12307,34,8641,12307,3.53,8641
rrc21,2024-02-01 01:55,2027,20,20125,199524,2.59,8180
rrc22,2024-02-01 01:55,56430,10,12502,31554,1.88,11872
rrc23,2024-02-01 01:55,18106,20,14773,4775,3.0,6
rrc24,2024-02-01 01:55,270014,21,7782,270014,2.96,7782
rrc25,2024-02-01 01:55,212123,38,13178,212123,3.15,13178
rrc26,2024-02-01 01:55,49544,14,15764,200612,2.28,9771
rrc00,2024-02-01 02:00,44393,36,224876,44103,3.08,10806
rrc01,2024-02-01 02:00,62167,25,11065,62167,2.9,11065
rrc03,2024-02-01 02:00,8283,29,15028,209650,2.64,10491
rrc04,2024-02-01 02:00,29222,15,12409,29222,2.09,12409
rrc05,2024-02-01 02:00,51184,21,8759,51184,3.19,8759
rrc06,2024-02-01 02:00,59105,19,7435,25152,2.3,8627
rrc07,2024-02-01 02:00,6667,15,11687,6667,2.41,11687
rrc10,2024-02-01 02:00,20811,15,9313,20811,2.58,9313
rrc11,2024-02-01 02:00,14061,14,8827,199524,2.54,7081
rrc13,2024-02-01 02:00,41722,21,30513,41722,2.0,30513
rrc14,2024-02-01 02:00,14061,12,15444,7575,2.06,12010
rrc20,2024-02-01 02:00,12307,34,8743,12307,3.56,8743
rrc21,2024-02-01 02:00,2027,21,20502,199524,2.6,8240
rrc22,2024-02-01 02:00,56430,10,12728,31554,1.89,12011
rrc23,2024-02-01 02:00,18106,20,14921,4775,3.0,6
rrc24,2024-02-01 02:00,270014,22,9850,270014,2.59,9850
rrc25,2024-02-01 02:00,212123,38,13367,212123,3.15,13367
rrc26,2024-02-01 02:00,49544,14,16044,200612,2.29,9834
rrc00,2024-02-01 02:05,44393,36,225885,44103,3.05,11390
rrc01,2024-02-01 02:05,62167,25,11230,62167,2.89,11230
rrc03,2024-02-01 02:05,8283,29,15169,209650,2.64,10608
rrc04,2024-02-01 02:05,29222,15,12611,29222,2.09,12611
rrc05,2024-02-01 02:05,51184,21,9370,51184,3.08,9370
rrc06,2024-02-01 02:05,59105,19,7573,25152,2.3,8785
rrc07,2024-02-01 02:05,6667,15,12211,6667,2.37,12211
rrc10,2024-02-01 02:05,20811,15,9372,20811,2.6,9372
rrc11,2024-02-01 02:05,14061,14,8983,199524,2.54,7216
rrc13,2024-02-01 02:05,41722,21,30644,41722,2.01,30644
rrc14,2024-02-01 02:05,14061,12,15623,7575,2.06,12214
rrc20,2024-02-01 02:05,12307,35,8876,12307,3.57,8876
rrc21,2024-02-01 02:05,2027,21,20657,199524,2.6,8301
rrc22,2024-02-01 02:05,56430,10,12909,31554,1.89,12149
rrc23,2024-02-01 02:05,18106,21,15082,18106,2.07,15082
rrc24,2024-02-01 02:05,270014,24,9986,270014,2.59,9986
rrc25,2024-02-01 02:05,212123,38,13466,212123,3.16,13466
rrc26,2024-02-01 02:05,49544,14,16203,200612,2.24,10336
rrc00,2024-02-01 02:10,44393,36,227132,44103,3.08,11461
rrc01,2024-02-01 02:10,62167,25,11266,62167,2.9,11266
rrc03,2024-02-01 02:10,8283,29,15228,209650,2.65,10683
rrc04,2024-02-01 02:10,29222,15,12662,29222,2.1,12662
rrc05,2024-02-01 02:10,51184,21,9449,51184,3.08,9449
rrc06,2024-02-01 02:10,59105,22,7616,59105,2.32,7616
rrc07,2024-02-01 02:10,6667,15,12282,6667,2.37,12282
rrc10,2024-02-01 02:10,20811,15,9433,20811,2.61,9433
rrc11,2024-02-01 02:10,14061,14,9141,199524,2.53,7377
rrc13,2024-02-01 02:10,41722,21,30715,41722,2.01,30715
rrc14,2024-02-01 02:10,14061,14,15678,7575,2.07,12279
rrc20,2024-02-01 02:10,12307,35,8952,12307,3.57,8952
rrc21,2024-02-01 02:10,2027,21,20704,199524,2.6,8366
rrc22,2024-02-01 02:10,56430,10,12987,31554,1.9,12211
rrc23,2024-02-01 02:10,18106,21,15153,18106,2.08,15153
rrc24,2024-02-01 02:10,270014,24,10165,270014,2.58,10165
rrc25,2024-02-01 02:10,212123,38,13535,212123,3.17,13535
rrc26,2024-02-01 02:10,49544,15,16266,200612,2.25,10411
rrc00,2024-02-01 02:15,44393,39,229213,44103,3.08,11574
rrc01,2024-02-01 02:15,62167,25,11352,62167,2.92,11352
rrc03,2024-02-01 02:15,8283,29,15297,209650,2.66,10742
rrc04,2024-02-01 02:15,29222,18,12764,29222,2.1,12764
rrc05,2024-02-01 02:15,51184,21,9569,51184,3.09,9569
rrc06,2024-02-01 02:15,59105,22,7772,25152,2.33,8911
rrc07,2024-02-01 02:15,35280,17,589289,6667,2.42,12372
rrc10,2024-02-01 02:15,20811,15,9487,20811,2.63,9487
rrc11,2024-02-01 02:15,14061,14,9223,199524,2.53,7442
rrc13,2024-02-01 02:15,41722,21,30768,41722,2.02,30768
rrc14,2024-02-01 02:15,14061,15,15731,7575,2.08,12349
rrc20,2024-02-01 02:15,12307,35,9028,12307,3.6,9028
rrc21,2024-02-01 02:15,2027,21,20803,199524,2.61,8427
rrc22,2024-02-01 02:15,56430,10,13057,31554,1.9,12302
rrc23,2024-02-01 02:15,18106,21,15273,18106,2.1,15273
rrc24,2024-02-01 02:15,270014,24,10233,270014,2.6,10233
rrc25,2024-02-01 02:15,212123,40,13664,212123,3.19,13664
rrc26,2024-02-01 02:15,49544,16,16401,200612,2.29,10599
rrc00,2024-02-01 02:20,44393,39,229627,44103,3.12,11680
rrc01,2024-02-01 02:20,62167,26,11530,62167,2.94,11530
rrc03,2024-02-01 02:20,8283,29,15527,209650,2.66,10964
rrc04,2024-02-01 02:20,29222,18,12917,29222,2.12,12917
rrc05,2024-02-01 02:20,51184,21,9604,51184,3.12,9604
rrc06,2024-02-01 02:20,59105,22,7857,59105,2.37,7857
rrc07,2024-02-01 02:20,35280,18,589336,6667,2.43,12640
rrc10,2024-02-01 02:20,5392,16,14876,20811,2.67,9679
rrc11,2024-02-01 02:20,14061,16,9463,199524,2.55,7616
rrc13,2024-02-01 02:20,41722,21,30972,41722,2.03,30972
rrc14,2024-02-01 02:20,14061,16,15935,7575,2.09,12572
rrc20,2024-02-01 02:20,12307,36,9289,12307,3.6,9289
rrc21,2024-02-01 02:20,2027,21,20887,199524,2.62,8598
rrc22,2024-02-01 02:20,31554,10,12549,31554,1.92,12549
rrc23,2024-02-01 02:20,18106,21,15363,18106,2.11,15363
rrc24,2024-02-01 02:20,270014,24,10396,270014,2.62,10396
rrc25,2024-02-01 02:20,212123,40,13765,212123,3.22,13765
rrc26,2024-02-01 02:20,49544,18,16664,200612,2.3,10789
rrc00,2024-02-01 02:25,44393,40,229925,44103,3.12,11752
rrc01,2024-02-01 02:25,62167,26,11589,62167,2.94,11589
rrc03,2024-02-01 02:25,8283,29,15621,209650,2.66,11043
rrc04,2024-02-01 02:25,29222,18,12974,29222,2.13,12974
rrc05,2024-02-01 02:25,51184,21,9685,51184,3.12,9685
rrc06,2024-02-01 02:25,59105,22,7933,59105,2.38,7933
rrc07,2024-02-01 02:25,35280,18,589384,6667,2.43,12709
rrc10,2024-02-01 02:25,5392,16,14966,20811,2.67,9751
rrc11,2024-02-01 02:25,14061,16,9527,199524,2.55,7659
rrc13,2024-02-01 02:25,41722,21,31195,41722,2.03,31195
rrc14,2024-02-01 02:25,14061,16,16037,7575,2.1,12613
rrc20,2024-02-01 02:25,12307,36,9350,12307,3.6,9350
rrc21,2024-02-01 02:25,2027,22,21323,199524,2.63,8652
rrc22,2024-02-01 02:25,31554,10,12610,31554,1.93,12610
rrc23,2024-02-01 02:25,18106,21,15439,18106,2.12,15439
rrc24,2024-02-01 02:25,270014,24,10456,270014,2.63,10456
rrc25,2024-02-01 02:25,212123,40,13854,212123,3.22,13854
rrc26,2024-02-01 02:25,49544,18,16738,200612,2.3,10849
rrc00,2024-02-01 02:30,44393,40,230085,44103,3.13,11845
rrc01,2024-02-01 02:30,62167,26,11674,62167,2.94,11674
rrc03,2024-02-01 02:30,8283,29,15668,209650,2.67,11132
rrc04,2024-02-01 02:30,29222,18,13035,29222,2.14,13035
rrc05,2024-02-01 02:30,51184,21,9722,51184,3.13,9722
rrc06,2024-02-01 02:30,59105,22,7980,59105,2.39,7980
rrc07,2024-02-01 02:30,35280,18,589435,6667,2.44,12769
rrc10,2024-02-01 02:30,5392,16,15055,20811,2.67,9799
rrc11,2024-02-01 02:30,14061,16,9595,199524,2.56,7720
rrc13,2024-02-01 02:30,41722,21,31243,41722,2.04,31243
rrc14,2024-02-01 02:30,14061,16,16098,7575,2.1,12670
rrc20,2024-02-01 02:30,12307,36,9421,12307,3.63,9421
rrc21,2024-02-01 02:30,2027,22,21537,199524,2.63,8723
rrc22,2024-02-01 02:30,31554,10,12658,31554,1.93,12658
rrc23,2024-02-01 02:30,18106,21,15513,18106,2.13,15513
rrc24,2024-02-01 02:30,270014,24,10493,270014,2.64,10493
rrc25,2024-02-01 02:30,212123,40,13946,212123,3.23,13946
rrc26,2024-02-01 02:30,49544,18,16837,200612,2.3,10904
rrc00,2024-02-01 02:35,44393,40,231135,44103,3.14,11985
rrc01,2024-02-01 02:35,62167,26,11801,62167,2.95,11801
rrc03,2024-02-01 02:35,8283,29,15784,209650,2.54,12401
rrc04,2024-02-01 02:35,29222,18,13244,29222,2.14,13244
rrc05,2024-02-01 02:35,51184,21,10532,51184,3.1,10532
rrc06,2024-02-01 02:35,59105,22,8086,59105,2.4,8086
rrc07,2024-02-01 02:35,35280,18,589461,6667,2.45,13042
rrc10,2024-02-01 02:35,5392,16,15263,20811,2.67,10003
rrc11,2024-02-01 02:35,14061,16,9753,199524,2.57,7869
rrc13,2024-02-01 02:35,41722,21,31842,41722,2.03,31842
rrc14,2024-02-01 02:35,14061,16,16237,7575,2.11,12836
rrc20,2024-02-01 02:35,12307,36,12284,12307,3.05,12284
rrc21,2024-02-01 02:35,2027,22,22598,199524,2.63,8900
rrc22,2024-02-01 02:35,31554,10,13266,31554,1.91,13266
rrc23,2024-02-01 02:35,18106,21,16967,18106,2.05,16967
rrc24,2024-02-01 02:35,270014,24,10847,270014,2.64,10847
rrc25,2024-02-01 02:35,212123,40,17690,29049,3.08,15726
rrc26,2024-02-01 02:35,49544,18,17160,200612,2.23,11799
rrc00,2024-02-01 02:40,44393,40,233545,44103,3.15,12131
rrc01,2024-02-01 02:40,62167,26,11960,62167,2.96,11960
rrc03,2024-02-01 02:40,8283,29,15926,209650,2.54,12650
rrc04,2024-02-01 02:40,29222,18,13435,29222,2.15,13435
rrc05,2024-02-01 02:40,51184,21,10720,51184,3.16,10720
rrc06,2024-02-01 02:40,59105,22,8129,59105,2.41,8129
rrc07,2024-02-01 02:40,35280,18,589497,6667,2.46,13214
rrc10,2024-02-01 02:40,5392,16,15435,20811,2.68,10159
rrc11,2024-02-01 02:40,14061,16,9910,199524,2.59,7955
rrc13,2024-02-01 02:40,41722,21,32048,41722,2.05,32048
rrc14,2024-02-01 02:40,14061,16,16391,7575,2.11,12927
rrc20,2024-02-01 02:40,12307,36,12440,12307,3.05,12440
rrc21,2024-02-01 02:40,2027,22,22905,199524,2.64,8950
rrc22,2024-02-01 02:40,31554,10,13466,31554,1.94,13466
rrc23,2024-02-01 02:40,18106,21,17184,18106,2.07,17184
rrc24,2024-02-01 02:40,270014,24,11008,270014,2.66,11008
rrc25,2024-02-01 02:40,212123,40,17870,29049,3.12,15916
rrc26,2024-02-01 02:40,49544,18,17333,200612,2.28,12060
rrc00,2024-02-01 02:45,44393,40,234381,44103,3.16,12190
rrc01,2024-02-01 02:45,62167,27,12002,62167,2.97,12002
rrc03,2024-02-01 02:45,8283,29,16008,209650,2.55,12685
rrc04,2024-02-01 02:45,29222,18,13518,29222,2.15,13518
rrc05,2024-02-01 02:45,51184,21,10771,51184,3.16,10771
rrc06,2024-02-01 02:45,59105,22,8195,59105,2.41,8195
rrc07,2024-02-01 02:45,35280,18,589554,6667,2.46,13253
rrc10,2024-02-01 02:45,5392,16,15480,20811,2.68,10231
rrc11,2024-02-01 02:45,14061,16,10007,199524,2.59,8006
rrc13,2024-02-01 02:45,41722,21,32093,41722,2.06,32093
rrc14,2024-02-01 02:45,14061,16,16461,7575,2.11,12960
rrc20,2024-02-01 02:45,12307,36,12486,12307,3.07,12486
rrc21,2024-02-01 02:45,2027,22,22986,199524,2.64,8974
rrc22,2024-02-01 02:45,31554,10,13508,31554,1.94,13508
rrc23,2024-02-01 02:45,18106,21,17227,18106,2.07,17227
rrc24,2024-02-01 02:45,270014,24,11049,270014,2.67,11049
rrc25,2024-02-01 02:45,212123,40,17920,29049,3.13,15975
rrc26,2024-02-01 02:45,49544,18,17411,200612,2.28,12102
rrc00,2024-02-01 02:50,44393,40,234691,44103,3.17,12236
rrc01,2024-02-01 02:50,62167,27,12050,62167,2.99,12050
rrc03,2024-02-01 02:50,8283,29,16075,209650,2.56,12749
rrc04,2024-02-01 02:50,29222,18,13566,29222,2.17,13566
rrc05,2024-02-01 02:50,51184,21,10812,51184,3.18,10812
rrc06,2024-02-01 02:50,59105,22,8251,59105,2.42,8251
rrc07,2024-02-01 02:50,35280,18,589581,6667,2.47,13324
rrc10,2024-02-01 02:50,5392,16,15527,20811,2.7,10275
rrc11,2024-02-01 02:50,14061,16,10048,199524,2.6,8067
rrc13,2024-02-01 02:50,41722,21,32133,41722,2.06,32133
rrc14,2024-02-01 02:50,14061,16,16503,7575,2.12,13006
rrc20,2024-02-01 02:50,12307,36,12556,12307,3.09,12556
rrc21,2024-02-01 02:50,2027,22,23029,199524,2.64,9008
rrc22,2024-02-01 02:50,31554,10,13551,31554,1.95,13551
rrc23,2024-02-01 02:50,18106,21,17349,18106,2.08,17349
rrc24,2024-02-01 02:50,270014,24,11081,270014,2.68,11081
rrc25,2024-02-01 02:50,212123,40,17984,29049,3.13,16009
rrc26,2024-02-01 02:50,49544,18,17482,200612,2.28,12168
rrc00,2024-02-01 02:55,44393,41,234844,44103,3.18,12348
rrc01,2024-02-01 02:55,62167,27,12277,62167,2.97,12277
rrc03,2024-02-01 02:55,8283,29,16139,209650,2.57,12812
rrc04,2024-02-01 02:55,29222,18,13654,29222,2.18,13654
rrc05,2024-02-01 02:55,51184,21,10886,51184,3.18,10886
rrc06,2024-02-01 02:55,59105,22,8335,59105,2.43,8335
rrc07,2024-02-01 02:55,35280,18,589643,6667,2.48,13397
rrc10,2024-02-01 02:55,5392,16,15608,20811,2.7,10352
rrc11,2024-02-01 02:55,14061,16,10410,199524,2.58,8411
rrc13,2024-02-01 02:55,41722,21,32211,41722,2.06,32211
rrc14,2024-02-01 02:55,14061,16,16553,7575,2.13,13224
rrc20,2024-02-01 02:55,12307,36,12841,12307,3.07,12841
rrc21,2024-02-01 02:55,2027,22,23127,199524,2.64,9085
rrc22,2024-02-01 02:55,31554,10,13622,31554,1.95,13622
rrc23,2024-02-01 02:55,18106,21,17430,18106,2.1,17430
rrc24,2024-02-01 02:55,270014,24,11146,270014,2.68,11146
rrc25,2024-02-01 02:55,212123,41,18119,29049,3.14,16090
rrc26,2024-02-01 02:55,49544,18,17740,200612,2.29,12231
rrc00,2024-02-01 03:00,44393,41,234927,44103,3.17,12658
rrc01,2024-02-01 03:00,62167,27,12598,62167,2.95,12598
rrc03,2024-02-01 03:00,8283,29,16538,209650,2.56,13190
rrc04,2024-02-01 03:00,29222,18,13912,29222,2.18,13912
rrc05,2024-02-01 03:00,51184,21,11422,51184,3.15,11422
rrc06,2024-02-01 03:00,59105,22,8448,59105,2.43,8448
rrc07,2024-02-01 03:00,35280,18,590034,6667,2.47,13922
rrc10,2024-02-01 03:00,5392,16,15988,20811,2.66,10797
rrc11,2024-02-01 03:00,14061,16,11732,199524,2.5,9115
rrc13,2024-02-01 03:00,41722,21,32365,41722,2.07,32365
rrc14,2024-02-01 03:00,14061,16,17042,7575,2.13,13499
rrc20,2024-02-01 03:00,12307,38,13120,12307,3.08,13120
rrc21,2024-02-01 03:00,2027,22,23958,199524,2.63,9211
rrc22,2024-02-01 03:00,31554,10,13916,31554,1.94,13916
rrc23,2024-02-01 03:00,18106,21,17757,18106,2.1,17757
rrc24,2024-02-01 03:00,270014,24,11685,270014,2.65,11685
rrc25,2024-02-01 03:00,212123,41,18327,29049,3.12,16503
rrc26,2024-02-01 03:00,49544,18,21053,200612,2.26,12708
rrc00,2024-02-01 03:05,44393,41,235364,44103,3.2,12875
rrc01,2024-02-01 03:05,62167,27,12893,62167,2.94,12893
rrc03,2024-02-01 03:05,8283,29,16765,209650,2.53,13749
rrc04,2024-02-01 03:05,29222,18,14186,29222,2.19,14186
rrc05,2024-02-01 03:05,51184,21,11914,51184,3.13,11914
rrc06,2024-02-01 03:05,59105,22,8672,59105,2.45,8672
rrc07,2024-02-01 03:05,35280,18,590233,6667,2.48,13988
rrc10,2024-02-01 03:05,5392,16,16358,20811,2.65,11099
rrc11,2024-02-01 03:05,14061,16,12014,199524,2.51,9498
rrc13,2024-02-01 03:05,41722,22,32591,41722,2.07,32591
rrc14,2024-02-01 03:05,14061,16,17255,7575,2.12,13739
rrc20,2024-02-01 03:05,12307,38,13529,12307,3.08,13529
rrc21,2024-02-01 03:05,2027,22,24904,199524,2.62,9415
rrc22,2024-02-01 03:05,31554,10,14255,31554,1.94,14255
rrc23,2024-02-01 03:05,18106,21,18277,18106,2.11,18277
rrc24,2024-02-01 03:05,270014,24,11868,270014,2.66,11868
rrc25,2024-02-01 03:05,212123,41,18881,29049,3.11,16928
rrc26,2024-02-01 03:05,49544,18,21399,200612,2.24,13260
rrc00,2024-02-01 03:10,44393,41,235708,44103,3.24,12973
rrc01,2024-02-01 03:10,62167,27,12947,62167,2.97,12947
rrc03,2024-02-01 03:10,8283,29,16910,209650,2.53,13846
rrc04,2024-02-01 03:10,29222,18,14312,29222,2.21,14312
rrc05,2024-02-01 03:10,51184,21,12026,51184,3.17,12026
rrc06,2024-02-01 03:10,59105,22,8784,59105,2.51,8784
rrc07,2024-02-01 03:10,35280,18,590288,6667,2.49,14098
rrc10,2024-02-01 03:10,5392,16,16484,20811,2.67,11193
rrc11,2024-02-01 03:10,14061,16,12143,199524,2.51,9595
rrc13,2024-02-01 03:10,41722,22,32696,41722,2.1,32696
rrc14,2024-02-01 03:10,14061,16,17369,7575,2.14,13836
rrc20,2024-02-01 03:10,12307,38,13619,12307,3.13,13619
rrc21,2024-02-01 03:10,2027,23,25371,199524,2.64,9486
rrc22,2024-02-01 03:10,31554,10,14369,31554,1.95,14369
rrc23,2024-02-01 03:10,18106,22,18380,18106,2.13,18380
rrc24,2024-02-01 03:10,270014,24,11933,270014,2.69,11933
rrc25,2024-02-01 03:10,212123,41,19052,29049,3.16,17044
rrc26,2024-02-01 03:10,49544,18,21522,200612,2.27,13319
rrc00,2024-02-01 03:15,44393,41,235775,44103,3.26,13030
rrc01,2024-02-01 03:15,62167,27,13030,62167,2.98,13030
rrc03,2024-02-01 03:15,8283,29,16985,209650,2.54,13907
rrc04,2024-02-01 03:15,29222,18,14383,29222,2.22,14383
rrc05,2024-02-01 03:15,51184,24,12061,51184,3.2,12061
rrc06,2024-02-01 03:15,59105,22,8842,59105,2.54,8842
rrc07,2024-02-01 03:15,35280,18,590413,6667,2.5,14153
rrc10,2024-02-01 03:15,20811,16,11263,20811,2.68,11263
rrc11,2024-02-01 03:15,14061,16,12209,199524,2.52,9644
rrc13,2024-02-01 03:15,41722,22,32783,41722,2.1,32783
rrc14,2024-02-01 03:15,14061,16,17438,7575,2.15,13893
rrc20,2024-02-01 03:15,12307,39,13684,12307,3.15,13684
rrc21,2024-02-01 03:15,2027,23,25622,199524,2.65,9537
rrc22,2024-02-01 03:15,31554,10,14434,31554,1.95,14434
rrc23,2024-02-01 03:15,18106,23,18450,18106,2.15,18450
rrc24,2024-02-01 03:15,270014,24,11998,270014,2.7,11998
rrc25,2024-02-01 03:15,212123,41,19116,29049,3.17,17123
rrc26,2024-02-01 03:15,49544,18,21666,200612,2.29,13386
rrc00,2024-02-01 03:20,44393,41,235818,44103,3.31,13140
rrc01,2024-02-01 03:20,62167,27,13189,62167,3.05,13189
rrc03,2024-02-01 03:20,8283,30,17087,209650,2.56,13967
rrc04,2024-02-01 03:20,29222,18,14453,29222,2.26,14453
rrc05,2024-02-01 03:20,51184,27,12150,51184,3.24,12150
rrc06,2024-02-01 03:20,59105,27,8951,59105,2.6,8951
rrc07,2024-02-01 03:20,35280,18,590459,6667,2.52,14247
rrc10,2024-02-01 03:20,20811,19,11347,20811,2.74,11347
rrc11,2024-02-01 03:20,9304,19,9763,199524,2.6,9693
rrc13,2024-02-01 03:20,41722,27,32879,41722,2.12,32879
rrc14,2024-02-01 03:20,14061,16,17540,7575,2.17,13970
rrc20,2024-02-01 03:20,12307,39,13791,12307,3.19,13791
rrc21,2024-02-01 03:20,34019,23,86727,199524,2.68,9600
rrc22,2024-02-01 03:20,31554,12,14515,31554,2.0,14515
rrc23,2024-02-01 03:20,18106,23,18683,18106,2.16,18683
rrc24,2024-02-01 03:20,270014,24,12076,270014,2.74,12076
rrc25,2024-02-01 03:20,212123,43,19213,29049,3.21,17217
rrc26,2024-02-01 03:20,49544,18,21758,200612,2.33,13473
rrc00,2024-02-01 03:25,44393,41,236037,44103,3.27,13780
rrc01,2024-02-01 03:25,62167,28,13316,62167,3.05,13316
rrc03,2024-02-01 03:25,8283,30,17804,209650,2.55,14089
rrc04,2024-02-01 03:25,15547,18,14218,29222,2.26,14634
rrc05,2024-02-01 03:25,51184,27,12512,51184,3.21,12512
rrc06,2024-02-01 03:25,59105,27,9104,59105,2.59,9104
rrc07,2024-02-01 03:25,6667,20,14379,6667,2.51,14379
rrc10,2024-02-01 03:25,20811,19,11454,20811,2.75,11454
rrc11,2024-02-01 03:25,9304,19,9858,199524,2.6,9829
rrc13,2024-02-01 03:25,41722,28,33053,41722,2.12,33053
rrc14,2024-02-01 03:25,14061,16,17637,7575,2.17,14133
rrc20,2024-02-01 03:25,12307,39,13950,12307,3.19,13950
rrc21,2024-02-01 03:25,34019,23,86902,199524,2.68,9719
rrc22,2024-02-01 03:25,31554,12,14675,31554,1.99,14675
rrc23,2024-02-01 03:25,18106,23,18828,18106,2.16,18828
rrc24,2024-02-01 03:25,270014,24,12197,270014,2.74,12197
rrc25,2024-02-01 03:25,212123,43,19380,29049,3.2,17370
rrc26,2024-02-01 03:25,49544,19,21886,200612,2.33,13550
rrc00,2024-02-01 03:30,44393,41,236152,44103,3.26,14267
rrc01,2024-02-01 03:30,62167,28,13666,62167,3.07,13666
rrc03,2024-02-01 03:30,8283,30,18397,209650,2.55,14375
rrc04,2024-02-01 03:30,15547,18,14489,29222,2.28,14915
rrc05,2024-02-01 03:30,51184,27,12839,51184,3.2,12839
rrc06,2024-02-01 03:30,59105,27,9347,59105,2.59,9347
rrc07,2024-02-01 03:30,6667,20,14689,6667,2.52,14689
rrc10,2024-02-01 03:30,20811,19,11776,20811,2.77,11776
rrc11,2024-02-01 03:30,9304,19,10041,199524,2.6,10070
rrc13,2024-02-01 03:30,41722,28,33191,41722,2.13,33191
rrc14,2024-02-01 03:30,14061,16,17974,7575,2.18,14268
rrc20,2024-02-01 03:30,12307,39,14214,12307,3.22,14214
rrc21,2024-02-01 03:30,34019,23,87069,199524,2.7,9854
rrc22,2024-02-01 03:30,56430,14,16402,31554,2.0,14974
rrc23,2024-02-01 03:30,18106,26,18984,18106,2.17,18984
rrc24,2024-02-01 03:30,270014,24,12356,270014,2.78,12356
rrc25,2024-02-01 03:30,212123,43,19531,29049,3.26,17621
rrc26,2024-02-01 03:30,49544,19,22002,200612,2.34,13847
rrc00,2024-02-01 03:35,44393,41,236195,44103,2.89,17799
rrc01,2024-02-01 03:35,62167,28,17199,62167,2.7,17199
rrc03,2024-02-01 03:35,8283,30,19726,209650,2.54,14528
rrc04,2024-02-01 03:35,15547,18,17920,29222,2.14,17443
rrc05,2024-02-01 03:35,51184,27,12882,51184,3.2,12882
rrc06,2024-02-01 03:35,59105,27,13322,25152,2.33,12244
rrc07,2024-02-01 03:35,6667,20,17953,6667,2.26,17953
rrc10,2024-02-01 03:35,20811,19,15319,20811,2.38,15319
rrc11,2024-02-01 03:35,9304,19,10947,199524,2.26,13437
rrc13,2024-02-01 03:35,41722,28,36727,41722,2.05,36727
rrc14,2024-02-01 03:35,14061,16,18147,7575,2.18,14443
rrc20,2024-02-01 03:35,12307,39,17635,51873,2.85,12610
rrc21,2024-02-01 03:35,34019,23,87165,199524,2.73,10917
rrc22,2024-02-01 03:35,56430,14,20215,31554,1.82,18390
rrc23,2024-02-01 03:35,18106,27,19841,18106,2.17,19841
rrc24,2024-02-01 03:35,270014,24,15861,270014,2.4,15861
rrc25,2024-02-01 03:35,212123,43,23058,29049,3.03,21244
rrc26,2024-02-01 03:35,49544,19,22728,200612,2.34,14068
rrc00,2024-02-01 03:40,44393,41,236234,44103,2.9,17865
rrc01,2024-02-01 03:40,62167,29,17248,62167,2.71,17248
rrc03,2024-02-01 03:40,8283,30,19776,209650,2.55,14577
rrc04,2024-02-01 03:40,15547,18,17968,29222,2.15,17506
rrc05,2024-02-01 03:40,51184,27,12966,51184,3.21,12966
rrc06,2024-02-01 03:40,59105,27,13378,25152,2.34,12310
rrc07,2024-02-01 03:40,6667,20,18039,6667,2.27,18039
rrc10,2024-02-01 03:40,20811,19,15365,20811,2.39,15365
rrc11,2024-02-01 03:40,9304,19,10996,199524,2.27,13493
rrc13,2024-02-01 03:40,41722,28,36780,41722,2.05,36780
rrc14,2024-02-01 03:40,14061,16,18253,7575,2.18,14497
rrc20,2024-02-01 03:40,12307,39,17719,51873,2.86,12657
rrc21,2024-02-01 03:40,34019,23,87200,199524,2.74,10951
rrc22,2024-02-01 03:40,56430,14,20261,31554,1.83,18473
rrc23,2024-02-01 03:40,18106,27,19921,18106,2.18,19921
rrc24,2024-02-01 03:40,270014,24,15928,270014,2.41,15928
rrc25,2024-02-01 03:40,212123,43,23127,29049,3.04,21370
rrc26,2024-02-01 03:40,49544,19,22786,200612,2.35,14121
rrc00,2024-02-01 03:45,44393,44,236318,44103,2.91,17917
