Collector,Time,Max Diversity AS,Max Unique Paths,Max AS Prefixes,Highest Avg Diversity AS,Avg Unique Paths,Avg AS Prefixes
rrc24,2024-02-01 05:35,263702,26,22523,270014,2.53,19740
rrc25,2024-02-01 05:35,212123,50,27603,29049,3.22,26228
rrc26,2024-02-01 05:35,49544,23,27372,200612,2.37,18437
rrc00,2024-02-01 05:40,44393,46,240589,44103,3.02,22688
rrc01,2024-02-01 05:40,62167,31,22036,62167,2.91,22036
rrc03,2024-02-01 05:40,8283,31,24297,209650,2.72,19177
rrc04,2024-02-01 05:40,513,25,24837,29222,2.37,21794
rrc05,2024-02-01 05:40,51184,36,18219,51184,3.16,18219
rrc06,2024-02-01 05:40,59105,32,19074,25152,2.4,15980
rrc07,2024-02-01 05:40,6667,23,22980,6667,2.43,22980
rrc10,2024-02-01 05:40,20811,28,19390,20811,2.53,19390
rrc11,2024-02-01 05:40,9304,23,15033,199524,2.5,17404
rrc13,2024-02-01 05:40,41722,34,42740,41722,2.23,42740
rrc14,2024-02-01 05:40,14061,21,24965,7575,2.34,18114
rrc20,2024-02-01 05:40,12307,40,21589,12307,3.15,21589
rrc21,2024-02-01 05:40,58308,31,259941,199524,2.63,17270
rrc22,2024-02-01 05:40,31554,16,23724,31554,1.92,23724
rrc23,2024-02-01 05:40,18106,27,25505,18106,2.33,25505
rrc24,2024-02-01 05:40,263702,26,22714,270014,2.56,19898
rrc25,2024-02-01 05:40,212123,50,27851,29049,3.26,26459
rrc26,2024-02-01 05:40,49544,23,27623,200612,2.41,19073
rrc00,2024-02-01 05:45,44393,46,240662,44103,3.03,22757
rrc01,2024-02-01 05:45,62167,31,22112,62167,2.93,22112
rrc03,2024-02-01 05:45,8283,31,24370,209650,2.74,19250
rrc04,2024-02-01 05:45,513,25,24924,29222,2.39,21880
rrc05,2024-02-01 05:45,51184,36,18303,51184,3.17,18303
rrc06,2024-02-01 05:45,59105,32,19417,25152,2.41,16039
rrc07,2024-02-01 05:45,6667,23,23059,6667,2.44,23059
rrc10,2024-02-01 05:45,20811,28,19462,20811,2.54,19462
rrc11,2024-02-01 05:45,9304,23,15126,199524,2.52,17479
rrc13,2024-02-01 05:45,41722,34,42810,41722,2.24,42810
rrc14,2024-02-01 05:45,14061,21,25049,7575,2.34,18182
rrc20,2024-02-01 05:45,12307,40,21666,12307,3.17,21666
rrc21,2024-02-01 05:45,58308,31,260037,199524,2.64,17377
rrc22,2024-02-01 05:45,31554,16,23803,31554,1.93,23803
rrc23,2024-02-01 05:45,18106,27,25588,18106,2.33,25588
rrc24,2024-02-01 05:45,263702,26,22794,270014,2.58,19956
rrc25,2024-02-01 05:45,212123,50,27938,29049,3.28,26550
rrc26,2024-02-01 05:45,49544,23,27756,200612,2.43,19175
rrc00,2024-02-01 05:50,44393,46,240714,44103,3.04,22906
rrc01,2024-02-01 05:50,62167,31,22244,62167,2.93,22244
rrc03,2024-02-01 05:50,8283,31,24489,209650,2.74,19352
rrc04,2024-02-01 05:50,513,25,25048,29222,2.4,22023
rrc05,2024-02-01 05:50,51184,36,18440,51184,3.18,18440
rrc06,2024-02-01 05:50,59105,32,19608,25152,2.41,16173
rrc07,2024-02-01 05:50,6667,23,23193,6667,2.44,23193
rrc10,2024-02-01 05:50,20811,28,19583,20811,2.54,19583
rrc11,2024-02-01 05:50,9304,23,15221,199524,2.52,17611
rrc13,2024-02-01 05:50,41722,34,42952,41722,2.24,42952
rrc14,2024-02-01 05:50,14061,21,25161,7575,2.34,18300
rrc20,2024-02-01 05:50,12307,40,21802,12307,3.18,21802
rrc21,2024-02-01 05:50,58308,31,260160,199524,2.64,17476
rrc22,2024-02-01 05:50,31554,16,23942,31554,1.93,23942
rrc23,2024-02-01 05:50,18106,27,25726,18106,2.34,25726
rrc24,2024-02-01 05:50,263702,26,22927,270014,2.58,20075
rrc25,2024-02-01 05:50,212123,50,28076,29049,3.28,26623
rrc26,2024-02-01 05:50,49544,23,27887,200612,2.43,19285
rrc00,2024-02-01 05:55,44393,46,240740,44103,3.05,23029
rrc01,2024-02-01 05:55,62167,31,22359,62167,2.93,22359
rrc03,2024-02-01 05:55,8283,31,24553,209650,2.75,19470
rrc04,2024-02-01 05:55,513,25,25148,29222,2.4,22074
rrc05,2024-02-01 05:55,51184,36,18502,51184,3.19,18502
rrc06,2024-02-01 05:55,59105,32,19656,25152,2.42,16257
rrc07,2024-02-01 05:55,6667,23,23284,6667,2.45,23284
rrc10,2024-02-01 05:55,20811,28,19627,20811,2.54,19627
rrc11,2024-02-01 05:55,9304,23,15307,199524,2.53,17702
rrc13,2024-02-01 05:55,41722,34,43050,41722,2.25,43050
rrc14,2024-02-01 05:55,14061,21,25245,7575,2.35,18403
rrc20,2024-02-01 05:55,12307,40,21912,12307,3.2,21912
rrc21,2024-02-01 05:55,58308,31,260291,199524,2.65,17498
rrc22,2024-02-01 05:55,31554,16,24009,31554,1.94,24009
rrc23,2024-02-01 05:55,18106,27,25820,18106,2.34,25820
rrc24,2024-02-01 05:55,263702,26,22991,270014,2.59,20123
rrc25,2024-02-01 05:55,212123,50,28196,29049,3.28,26717
rrc26,2024-02-01 05:55,49544,23,27987,200612,2.44,19390
rrc00,2024-02-01 06:00,44393,46,240962,44103,3.06,23236
rrc01,2024-02-01 06:00,62167,31,22527,62167,2.93,22527
rrc03,2024-02-01 06:00,8283,31,24696,209650,2.73,19943
rrc04,2024-02-01 06:00,513,25,25425,29222,2.4,22268
rrc05,2024-02-01 06:00,51184,36,19131,51184,3.17,19131
rrc06,2024-02-01 06:00,59105,32,19891,25152,2.42,16464
rrc07,2024-02-01 06:00,6667,23,23492,6667,2.45,23492
rrc10,2024-02-01 06:00,20811,28,19792,20811,2.54,19792
rrc11,2024-02-01 06:00,9304,23,15514,199524,2.53,17872
rrc13,2024-02-01 06:00,41722,34,43198,41722,2.26,43198
rrc14,2024-02-01 06:00,14061,21,25395,7575,2.35,18595
rrc20,2024-02-01 06:00,12307,40,22429,12307,3.17,22429
rrc21,2024-02-01 06:00,58308,31,260420,199524,2.65,17657
rrc22,2024-02-01 06:00,31554,16,24483,31554,1.92,24483
rrc23,2024-02-01 06:00,18106,27,26019,18106,2.36,26019
rrc24,2024-02-01 06:00,263702,26,23203,270014,2.6,20294
rrc25,2024-02-01 06:00,212123,50,28753,29049,3.27,27215
rrc26,2024-02-01 06:00,49544,23,28184,200612,2.43,19763
rrc00,2024-02-01 06:05,44393,46,241061,44103,3.08,23382
rrc01,2024-02-01 06:05,62167,31,22621,62167,2.94,22621
rrc03,2024-02-01 06:05,8283,31,24811,209650,2.74,20099
rrc04,2024-02-01 06:05,513,25,25502,29222,2.41,22428
rrc05,2024-02-01 06:05,51184,36,19254,51184,3.18,19254
rrc06,2024-02-01 06:05,59105,32,20357,25152,2.43,16575
rrc07,2024-02-01 06:05,6667,23,23581,6667,2.46,23581
rrc10,2024-02-01 06:05,20811,28,19923,20811,2.55,19923
rrc11,2024-02-01 06:05,9304,23,15605,199524,2.51,18620
rrc13,2024-02-01 06:05,41722,34,43770,41722,2.26,43770
rrc14,2024-02-01 06:05,14061,21,25914,7575,2.35,18713
rrc20,2024-02-01 06:05,12307,40,23068,12307,3.16,23068
rrc21,2024-02-01 06:05,58308,31,260931,199524,2.65,17818
rrc22,2024-02-01 06:05,31554,16,24673,31554,1.94,24673
rrc23,2024-02-01 06:05,18106,27,26125,18106,2.37,26125
rrc24,2024-02-01 06:05,263702,26,23289,270014,2.61,20382
rrc25,2024-02-01 06:05,212123,50,28947,29049,3.28,27430
rrc26,2024-02-01 06:05,49544,23,28335,200612,2.42,20110
rrc00,2024-02-01 06:10,44393,46,243052,44103,3.05,25523
rrc01,2024-02-01 06:10,62167,31,24487,62167,2.91,24487
rrc03,2024-02-01 06:10,8283,31,27950,209650,2.77,21633
rrc04,2024-02-01 06:10,513,25,26687,29222,2.44,25467
rrc05,2024-02-01 06:10,51184,36,21629,51184,3.2,21629
rrc06,2024-02-01 06:10,59105,32,22065,25152,2.45,19752
rrc07,2024-02-01 06:10,6667,23,26670,6667,2.43,26670
rrc10,2024-02-01 06:10,20811,28,22144,20811,2.62,22144
rrc11,2024-02-01 06:10,9304,23,17771,199524,2.58,20742
rrc13,2024-02-01 06:10,41722,34,46250,41722,2.31,46250
rrc14,2024-02-01 06:10,14061,21,29101,7575,2.33,21810
rrc20,2024-02-01 06:10,12307,40,24343,12307,3.26,24343
rrc21,2024-02-01 06:10,58308,31,263426,199524,2.58,19658
rrc22,2024-02-01 06:10,31554,16,27058,31554,1.98,27058
rrc23,2024-02-01 06:10,18106,27,29985,18106,2.39,29985
rrc24,2024-02-01 06:10,263702,26,25912,270014,2.54,22706
rrc25,2024-02-01 06:10,212123,50,30177,29049,3.27,29897
rrc26,2024-02-01 06:10,49544,23,30308,200612,2.41,20690
rrc00,2024-02-01 06:15,44393,46,243923,44103,3.02,26088
rrc01,2024-02-01 06:15,62167,31,24671,62167,2.9,24671
rrc03,2024-02-01 06:15,8283,31,28127,209650,2.76,21914
rrc04,2024-02-01 06:15,513,25,26896,29222,2.43,25813
rrc05,2024-02-01 06:15,51184,36,21785,51184,3.2,21785
rrc06,2024-02-01 06:15,59105,32,22267,25152,2.46,20542
rrc07,2024-02-01 06:15,6667,23,26875,6667,2.43,26875
rrc10,2024-02-01 06:15,20811,28,22334,20811,2.62,22334
rrc11,2024-02-01 06:15,9304,23,17974,199524,2.58,20847
rrc13,2024-02-01 06:15,41722,34,46484,41722,2.31,46484
rrc14,2024-02-01 06:15,14061,21,29195,7575,2.34,22155
rrc20,2024-02-01 06:15,12307,40,25020,12307,3.22,25020
rrc21,2024-02-01 06:15,58308,31,263591,199524,2.57,19801
rrc22,2024-02-01 06:15,31554,16,27265,31554,1.99,27265
rrc23,2024-02-01 06:15,18106,27,30650,18106,2.42,30650
rrc24,2024-02-01 06:15,263702,26,26103,270014,2.55,22813
rrc25,2024-02-01 06:15,212123,50,30618,29049,3.27,30097
rrc26,2024-02-01 06:15,49544,23,30597,200612,2.41,20889
rrc00,2024-02-01 06:20,44393,46,244134,44103,3.03,26188
rrc01,2024-02-01 06:20,62167,31,24765,62167,2.91,24765
rrc03,2024-02-01 06:20,8283,31,28193,209650,2.76,22018
rrc04,2024-02-01 06:20,513,25,27000,29222,2.44,25907
rrc05,2024-02-01 06:20,51184,36,21867,51184,3.21,21867
rrc06,2024-02-01 06:20,59105,32,22339,25152,2.47,20651
rrc07,2024-02-01 06:20,6667,23,26943,6667,2.44,26943
rrc10,2024-02-01 06:20,20811,28,22405,20811,2.63,22405
rrc11,2024-02-01 06:20,9304,23,18032,199524,2.58,20951
rrc13,2024-02-01 06:20,41722,34,46550,41722,2.31,46550
rrc14,2024-02-01 06:20,14061,21,29356,7575,2.34,22251
rrc20,2024-02-01 06:20,12307,40,25101,12307,3.23,25101
rrc21,2024-02-01 06:20,58308,31,263652,199524,2.58,19891
rrc22,2024-02-01 06:20,31554,16,27350,31554,1.99,27350
rrc23,2024-02-01 06:20,18106,27,30732,18106,2.43,30732
rrc24,2024-02-01 06:20,263702,26,26157,270014,2.56,22863
rrc25,2024-02-01 06:20,212123,50,30684,29049,3.28,30184
rrc26,2024-02-01 06:20,49544,23,30682,200612,2.41,21042
rrc00,2024-02-01 06:25,44393,46,244370,44103,3.03,26423
rrc01,2024-02-01 06:25,62167,31,24803,62167,2.91,24803
rrc03,2024-02-01 06:25,8283,31,28446,209650,2.76,22239
rrc04,2024-02-01 06:25,513,25,27141,29222,2.44,26131
rrc05,2024-02-01 06:25,51184,36,22115,51184,3.21,22115
rrc06,2024-02-01 06:25,59105,32,22817,25152,2.47,20841
rrc07,2024-02-01 06:25,6667,23,27128,6667,2.44,27128
rrc10,2024-02-01 06:25,20811,28,22610,20811,2.64,22610
rrc11,2024-02-01 06:25,9304,23,18248,199524,2.57,21517
rrc13,2024-02-01 06:25,41722,34,47112,41722,2.31,47112
rrc14,2024-02-01 06:25,14061,21,29525,7575,2.34,22518
rrc20,2024-02-01 06:25,12307,40,25671,12307,3.2,25671
rrc21,2024-02-01 06:25,58308,31,263837,199524,2.56,20405
rrc22,2024-02-01 06:25,31554,16,27526,31554,2.0,27526
rrc23,2024-02-01 06:25,18106,27,30810,18106,2.43,30810
rrc24,2024-02-01 06:25,263702,26,26397,270014,2.56,23048
rrc25,2024-02-01 06:25,212123,50,30907,29049,3.26,30663
rrc26,2024-02-01 06:25,49544,23,30802,200612,2.41,21107
rrc00,2024-02-01 06:30,44393,46,244457,44103,3.05,26559
rrc01,2024-02-01 06:30,62167,31,24980,62167,2.91,24980
rrc03,2024-02-01 06:30,8283,31,28818,209650,2.72,22827
rrc04,2024-02-01 06:30,513,25,27717,29222,2.44,26237
rrc05,2024-02-01 06:30,51184,36,22229,51184,3.22,22229
rrc06,2024-02-01 06:30,59105,32,22952,25152,2.47,20972
rrc07,2024-02-01 06:30,6667,23,27537,6667,2.44,27537
rrc10,2024-02-01 06:30,20811,28,22703,20811,2.64,22703
rrc11,2024-02-01 06:30,9304,23,18319,199524,2.57,21608
rrc13,2024-02-01 06:30,41722,34,47271,41722,2.31,47271
rrc14,2024-02-01 06:30,14061,21,29879,7575,2.34,22996
rrc20,2024-02-01 06:30,12307,40,25762,12307,3.21,25762
rrc21,2024-02-01 06:30,58308,31,264276,199524,2.57,20483
rrc22,2024-02-01 06:30,31554,16,27633,31554,2.0,27633
rrc23,2024-02-01 06:30,18106,27,30898,18106,2.44,30898
rrc24,2024-02-01 06:30,263702,26,26503,270014,2.57,23141
rrc25,2024-02-01 06:30,212123,50,30997,29049,3.27,30843
rrc26,2024-02-01 06:30,49544,23,30906,200612,2.42,21207
rrc00,2024-02-01 06:35,44393,46,244505,44103,3.05,26683
rrc01,2024-02-01 06:35,62167,31,25071,62167,2.92,25071
rrc03,2024-02-01 06:35,8283,31,28895,209650,2.72,22927
rrc04,2024-02-01 06:35,513,25,27782,29222,2.45,26356
rrc05,2024-02-01 06:35,51184,36,22300,51184,3.22,22300
rrc06,2024-02-01 06:35,59105,32,23020,25152,2.47,21039
rrc07,2024-02-01 06:35,6667,23,27629,6667,2.44,27629
rrc10,2024-02-01 06:35,20811,28,22754,20811,2.64,22754
rrc11,2024-02-01 06:35,9304,23,18391,199524,2.57,21735
rrc13,2024-02-01 06:35,41722,34,49056,41722,2.31,49056
rrc14,2024-02-01 06:35,14061,21,29972,7575,2.34,23074
rrc20,2024-02-01 06:35,12307,40,25807,12307,3.22,25807
rrc21,2024-02-01 06:35,58308,31,264353,199524,2.57,20555
rrc22,2024-02-01 06:35,31554,16,27712,31554,2.0,27712
rrc23,2024-02-01 06:35,18106,27,30971,18106,2.44,30971
rrc24,2024-02-01 06:35,270014,28,23192,270014,2.57,23192
rrc25,2024-02-01 06:35,212123,50,31079,29049,3.26,31124
rrc26,2024-02-01 06:35,49544,23,30956,200612,2.42,21348
rrc00,2024-02-01 06:40,44393,46,244572,44103,3.07,26786
rrc01,2024-02-01 06:40,62167,31,25133,62167,2.94,25133
rrc03,2024-02-01 06:40,8283,31,28988,209650,2.74,23028
rrc04,2024-02-01 06:40,513,26,27840,29222,2.46,26430
rrc05,2024-02-01 06:40,51184,36,22414,51184,3.24,22414
rrc06,2024-02-01 06:40,59105,32,23080,25152,2.48,21090
rrc07,2024-02-01 06:40,6667,23,27707,6667,2.45,27707
rrc10,2024-02-01 06:40,20811,28,22818,20811,2.66,22818
rrc11,2024-02-01 06:40,9304,23,18507,199524,2.58,21827
rrc13,2024-02-01 06:40,41722,34,49118,41722,2.32,49118
rrc14,2024-02-01 06:40,14061,21,30071,7575,2.35,23164
rrc20,2024-02-01 06:40,12307,41,25889,12307,3.24,25889
rrc21,2024-02-01 06:40,58308,31,264415,199524,2.58,20623
rrc22,2024-02-01 06:40,31554,16,27742,31554,2.01,27742
rrc23,2024-02-01 06:40,18106,27,31061,18106,2.45,31061
rrc24,2024-02-01 06:40,270014,29,23228,270014,2.59,23228
rrc25,2024-02-01 06:40,212123,50,31165,29049,3.27,31257
rrc26,2024-02-01 06:40,49544,23,31056,200612,2.42,21408
rrc00,2024-02-01 06:45,44393,46,244648,44103,3.07,26890
rrc01,2024-02-01 06:45,62167,31,25272,62167,2.94,25272
rrc03,2024-02-01 06:45,8283,31,29088,209650,2.74,23149
rrc04,2024-02-01 06:45,513,26,27913,29222,2.47,26553
rrc05,2024-02-01 06:45,51184,36,22519,51184,3.24,22519
rrc06,2024-02-01 06:45,59105,32,23132,25152,2.49,21212
rrc07,2024-02-01 06:45,6667,23,27825,6667,2.46,27825
rrc10,2024-02-01 06:45,20811,28,23276,20811,2.64,23276
rrc11,2024-02-01 06:45,9304,23,18637,199524,2.57,22034
rrc13,2024-02-01 06:45,41722,34,49230,41722,2.32,49230
rrc14,2024-02-01 06:45,14061,21,30202,7575,2.36,23266
rrc20,2024-02-01 06:45,12307,41,25994,12307,3.25,25994
rrc21,2024-02-01 06:45,58308,31,319340,199524,2.58,20732
rrc22,2024-02-01 06:45,31554,16,27854,31554,2.01,27854
rrc23,2024-02-01 06:45,18106,27,31164,18106,2.46,31164
rrc24,2024-02-01 06:45,270014,29,23330,270014,2.59,23330
rrc25,2024-02-01 06:45,212123,50,31292,29049,3.28,31407
rrc26,2024-02-01 06:45,49544,23,31235,200612,2.43,21547
rrc00,2024-02-01 06:50,44393,46,244713,44103,3.13,27134
rrc01,2024-02-01 06:50,62167,31,26428,62167,2.96,26428
rrc03,2024-02-01 06:50,8283,31,29330,209650,2.76,23328
rrc04,2024-02-01 06:50,513,26,28208,29222,2.48,27074
rrc05,2024-02-01 06:50,51184,36,22731,51184,3.28,22731
rrc06,2024-02-01 06:50,59105,32,23393,25152,2.51,21457
rrc07,2024-02-01 06:50,6667,23,28133,6667,2.48,28133
rrc10,2024-02-01 06:50,20811,28,23483,20811,2.67,23483
rrc11,2024-02-01 06:50,9304,23,18915,199524,2.6,22193
rrc13,2024-02-01 06:50,41722,34,49481,41722,2.34,49481
rrc14,2024-02-01 06:50,14061,21,30453,7575,2.38,23478
rrc20,2024-02-01 06:50,12307,41,26623,12307,3.26,26623
rrc21,2024-02-01 06:50,58308,31,319635,199524,2.59,20930
rrc22,2024-02-01 06:50,31554,16,28066,31554,2.03,28066
rrc23,2024-02-01 06:50,18106,27,31277,18106,2.49,31277
rrc24,2024-02-01 06:50,270014,29,23516,270014,2.62,23516
rrc25,2024-02-01 06:50,212123,50,31367,29049,3.32,31605
rrc26,2024-02-01 06:50,49544,23,31318,200612,2.44,21733
rrc00,2024-02-01 06:55,44393,46,244804,44103,3.13,27407
rrc01,2024-02-01 06:55,62167,31,26658,62167,2.96,26658
rrc03,2024-02-01 06:55,8283,31,29617,209650,2.67,24636
rrc04,2024-02-01 06:55,513,26,28288,29222,2.42,28413
rrc05,2024-02-01 06:55,51184,36,23559,51184,3.23,23559
rrc06,2024-02-01 06:55,59105,32,23491,25152,2.5,21701
rrc07,2024-02-01 06:55,6667,23,28300,6667,2.48,28300
rrc10,2024-02-01 06:55,20811,28,23832,20811,2.66,23832
rrc11,2024-02-01 06:55,9304,23,22139,199524,2.53,23404
rrc13,2024-02-01 06:55,41722,34,51635,41722,2.29,51635
rrc14,2024-02-01 06:55,14061,21,30715,7575,2.37,23782
rrc20,2024-02-01 06:55,12307,41,28304,12307,3.15,28304
rrc21,2024-02-01 06:55,58308,31,321211,199524,2.55,21540
rrc22,2024-02-01 06:55,31554,16,28449,31554,2.03,28449
rrc23,2024-02-01 06:55,18106,27,31415,18106,2.49,31415
rrc24,2024-02-01 06:55,270014,31,23726,270014,2.61,23726
rrc25,2024-02-01 06:55,212123,50,31644,29049,3.22,33150
rrc26,2024-02-01 06:55,49544,23,31427,200612,2.44,21888
rrc00,2024-02-01 07:00,44393,46,245035,44103,3.12,28171
rrc01,2024-02-01 07:00,62167,31,27208,62167,2.95,27208
rrc03,2024-02-01 07:00,8283,31,30154,209650,2.67,24969
rrc04,2024-02-01 07:00,513,26,28574,29222,2.42,28796
rrc05,2024-02-01 07:00,51184,36,23965,51184,3.23,23965
rrc06,2024-02-01 07:00,59105,32,23914,25152,2.5,22032
rrc07,2024-02-01 07:00,6667,23,28670,6667,2.48,28670
rrc10,2024-02-01 07:00,20811,28,24255,20811,2.66,24255
rrc11,2024-02-01 07:00,9304,23,22559,199524,2.52,23956
rrc13,2024-02-01 07:00,41722,34,53142,41722,2.29,53142
rrc14,2024-02-01 07:00,14061,21,31281,7575,2.37,24143
rrc20,2024-02-01 07:00,12307,41,28741,12307,3.15,28741
rrc21,2024-02-01 07:00,58308,31,321609,199524,2.55,21873
rrc22,2024-02-01 07:00,31554,16,28911,31554,2.02,28911
rrc23,2024-02-01 07:00,18106,27,31659,18106,2.5,31659
rrc24,2024-02-01 07:00,270014,31,24044,270014,2.61,24044
rrc25,2024-02-01 07:00,212123,50,32149,29049,3.2,34350
rrc26,2024-02-01 07:00,49544,23,31831,200612,2.44,22171
rrc00,2024-02-01 07:05,44393,46,245167,44103,3.12,28481
rrc01,2024-02-01 07:05,62167,31,27313,62167,2.95,27313
rrc03,2024-02-01 07:05,8283,31,30500,209650,2.68,25187
rrc04,2024-02-01 07:05,513,26,28763,29222,2.39,29616
rrc05,2024-02-01 07:05,51184,36,24214,51184,3.22,24214
rrc06,2024-02-01 07:05,59105,32,24133,25152,2.49,22320
rrc07,2024-02-01 07:05,6667,23,28944,6667,2.48,28944
rrc10,2024-02-01 07:05,20811,28,24453,20811,2.66,24453
rrc11,2024-02-01 07:05,9304,23,23511,199524,2.53,24080
rrc13,2024-02-01 07:05,41722,34,53414,41722,2.29,53414
rrc14,2024-02-01 07:05,7575,22,25099,7575,2.36,25099
rrc20,2024-02-01 07:05,12307,41,29243,12307,3.15,29243
rrc21,2024-02-01 07:05,58308,31,348509,199524,2.55,22028
rrc22,2024-02-01 07:05,31554,16,29500,31554,2.01,29500
rrc23,2024-02-01 07:05,18106,27,32061,18106,2.49,32061
rrc24,2024-02-01 07:05,270014,31,25459,270014,2.57,25459
rrc25,2024-02-01 07:05,212123,50,32479,29049,3.22,34680
rrc26,2024-02-01 07:05,49544,23,34995,200612,2.43,22359
rrc00,2024-02-01 07:10,44393,46,245280,44103,3.12,28578
rrc01,2024-02-01 07:10,62167,31,27414,62167,2.96,27414
rrc03,2024-02-01 07:10,8283,31,31126,209650,2.69,25283
rrc04,2024-02-01 07:10,513,26,29020,29222,2.39,29742
rrc05,2024-02-01 07:10,51184,36,24330,51184,3.23,24330
rrc06,2024-02-01 07:10,59105,32,24255,25152,2.5,22395
rrc07,2024-02-01 07:10,6667,23,28999,6667,2.48,28999
rrc10,2024-02-01 07:10,20811,28,24524,20811,2.67,24524
rrc11,2024-02-01 07:10,9304,23,23694,199524,2.54,24136
rrc13,2024-02-01 07:10,41722,34,53604,41722,2.3,53604
rrc14,2024-02-01 07:10,7575,22,29147,7575,2.34,29147
rrc20,2024-02-01 07:10,12307,41,29335,12307,3.16,29335
rrc21,2024-02-01 07:10,58308,31,348859,199524,2.55,22185
rrc22,2024-02-01 07:10,31554,16,29646,31554,2.01,29646
rrc23,2024-02-01 07:10,18106,27,32119,18106,2.49,32119
rrc24,2024-02-01 07:10,270014,31,28692,270014,2.51,28692
rrc25,2024-02-01 07:10,212123,50,32667,29049,3.22,34868
rrc26,2024-02-01 07:10,49544,23,35094,200612,2.43,22498
rrc00,2024-02-01 07:15,44393,46,245324,44103,3.14,28620
rrc01,2024-02-01 07:15,62167,31,27438,62167,2.97,27438
rrc03,2024-02-01 07:15,8283,31,31203,209650,2.7,25369
rrc04,2024-02-01 07:15,513,26,29056,29222,2.4,29811
rrc05,2024-02-01 07:15,51184,36,24389,51184,3.24,24389
rrc06,2024-02-01 07:15,59105,32,24278,25152,2.5,22420
rrc07,2024-02-01 07:15,6667,23,29062,6667,2.49,29062
rrc10,2024-02-01 07:15,20811,28,24583,20811,2.67,24583
rrc11,2024-02-01 07:15,9304,23,23800,199524,2.54,24160
rrc13,2024-02-01 07:15,41722,34,53689,41722,2.3,53689
rrc14,2024-02-01 07:15,7575,22,29216,7575,2.34,29216
rrc20,2024-02-01 07:15,12307,41,29406,12307,3.17,29406
rrc21,2024-02-01 07:15,58308,31,348915,199524,2.55,22235
rrc22,2024-02-01 07:15,31554,16,29772,31554,2.01,29772
rrc23,2024-02-01 07:15,18106,27,32142,18106,2.5,32142
rrc24,2024-02-01 07:15,270014,31,28751,270014,2.51,28751
rrc25,2024-02-01 07:15,212123,50,32751,29049,3.23,34941
rrc26,2024-02-01 07:15,49544,23,35156,200612,2.45,22574
rrc00,2024-02-01 07:20,44393,46,245946,44103,3.16,29025
rrc01,2024-02-01 07:20,62167,31,27987,62167,3.0,27987
rrc03,2024-02-01 07:20,8283,31,31612,209650,2.7,25871
rrc04,2024-02-01 07:20,513,26,29608,29222,2.41,30312
rrc05,2024-02-01 07:20,51184,36,24897,51184,3.24,24897
rrc06,2024-02-01 07:20,59105,32,24344,25152,2.5,22879
rrc07,2024-02-01 07:20,6667,23,29565,6667,2.49,29565
rrc10,2024-02-01 07:20,20811,28,25065,20811,2.66,25065
rrc11,2024-02-01 07:20,9304,23,23903,199524,2.55,24283
rrc13,2024-02-01 07:20,41722,34,53754,41722,2.31,53754
rrc14,2024-02-01 07:20,7575,22,29753,7575,2.35,29753
rrc20,2024-02-01 07:20,12307,41,29901,12307,3.17,29901
rrc21,2024-02-01 07:20,58308,31,349003,199524,2.55,22359
rrc22,2024-02-01 07:20,31554,16,30262,31554,2.01,30262
rrc23,2024-02-01 07:20,18106,27,32573,18106,2.5,32573
rrc24,2024-02-01 07:20,270014,31,28844,270014,2.52,28844
rrc25,2024-02-01 07:20,212123,50,33238,29049,3.23,35434
rrc26,2024-02-01 07:20,49544,23,35662,200612,2.43,23039
rrc00,2024-02-01 07:25,44393,46,246015,44103,3.16,29092
rrc01,2024-02-01 07:25,62167,31,28061,62167,3.0,28061
rrc03,2024-02-01 07:25,8283,31,31691,209650,2.7,25982
rrc04,2024-02-01 07:25,513,26,29795,29222,2.41,30375
rrc05,2024-02-01 07:25,51184,36,25034,51184,3.24,25034
rrc06,2024-02-01 07:25,59105,32,24388,59105,2.51,24388
rrc07,2024-02-01 07:25,6667,23,29640,6667,2.49,29640
rrc10,2024-02-01 07:25,20811,28,25160,20811,2.66,25160
rrc11,2024-02-01 07:25,9304,23,24049,199524,2.55,24326
rrc13,2024-02-01 07:25,41722,34,53865,41722,2.31,53865
rrc14,2024-02-01 07:25,7575,22,30321,7575,2.34,30321
rrc20,2024-02-01 07:25,12307,41,30007,12307,3.17,30007
rrc21,2024-02-01 07:25,58308,31,349126,199524,2.53,22710
rrc22,2024-02-01 07:25,31554,16,30340,31554,2.01,30340
rrc23,2024-02-01 07:25,18106,27,32616,18106,2.5,32616
rrc24,2024-02-01 07:25,270014,31,28903,270014,2.52,28903
rrc25,2024-02-01 07:25,212123,50,33285,29049,3.23,35552
rrc26,2024-02-01 07:25,49544,23,35761,200612,2.43,23101
rrc00,2024-02-01 07:30,44393,46,246067,44103,3.22,29421
rrc01,2024-02-01 07:30,62167,31,28749,62167,3.04,28749
rrc03,2024-02-01 07:30,8283,31,31837,199938,2.67,26564
rrc04,2024-02-01 07:30,513,26,30159,29222,2.45,30589
rrc05,2024-02-01 07:30,51184,36,25170,51184,3.23,25170
rrc06,2024-02-01 07:30,59105,32,24516,59105,2.58,24516
rrc07,2024-02-01 07:30,6667,23,29759,6667,2.55,29759
rrc10,2024-02-01 07:30,20811,28,25746,20811,2.71,25746
rrc11,2024-02-01 07:30,9304,23,24169,199524,2.67,24414
rrc13,2024-02-01 07:30,41722,34,54156,41722,2.36,54156
rrc14,2024-02-01 07:30,7575,22,32916,7575,2.32,32916
